"İşletme";"Doğrulama";"Ürün";"Menşe";"Gramaj (g)";"Fiyat (TL)";"TL/kg";"Stok";"Kaynak bağlantısı";"Kontrol tarihi"
"Kaave Roastery";"Doğrulandı";"Colombia Peaks Çekirdek 250 Gr (2 Adet) + Guatemala Peaks Çekirdek 250 Gr (2 Adet) 4'lü Tanışma Paketi";"Kolombiya | Guatemala";"250";"Erişilemedi";"Erişilemedi";"Belirsiz";"https://www.kaave.com.tr/colombia-guatemala-single-origin-kahve-tanisma-paketi-250-gr-4-adet";"2026-08-11"
"Kaave Roastery";"Doğrulandı";"Colombia Peaks Çekirdek 250 Gr + Guatemala Peaks Çekirdek 250 Gr 2'li Tanışma Paketi";"Kolombiya | Guatemala";"250";"Erişilemedi";"Erişilemedi";"Belirsiz";"https://www.kaave.com.tr/colombia-guatemala-single-origin-kahve-tanisma-paketi-250-gr-2-adet";"2026-08-11"
"Kaave Roastery";"Doğrulandı";"Colombia Peaks Çekirdek 250 Gr*2'li Tanışma Paketi";"Kolombiya";"250";"Erişilemedi";"Erişilemedi";"Belirsiz";"https://www.kaave.com.tr/colombia-peaks-cekirdek-kahve-tanisma-paketi-250-gr-2-adet";"2026-08-11"
"Kaave Roastery";"Doğrulandı";"Colombia Peaks Çekirdek 250 Gr*3'lü Tanışma Paketi";"Kolombiya";"250";"Erişilemedi";"Erişilemedi";"Belirsiz";"https://www.kaave.com.tr/colombia-peaks-cekirdek-kahve-tanisma-paketi-250-gr-3-adet";"2026-08-11"
"Kaave Roastery";"Doğrulandı";"Colombia Peaks Çekirdek 250 Gr*4'lü Tanışma Paketi";"Kolombiya";"250";"Erişilemedi";"Erişilemedi";"Belirsiz";"https://www.kaave.com.tr/colombia-peaks-cekirdek-kahve-250-gr-4lu-tanisma-paketi";"2026-08-11"
"Kaave Roastery";"Doğrulandı";"Crema Gusto Espresso Çekirdek 1000 Gr*2'li Tanışma Paketi";"Menşe belirtilmemiş";"1000";"Erişilemedi";"Erişilemedi";"Belirsiz";"https://www.kaave.com.tr/crema-gusto-espresso-cekirdek-kahve-1000-gr-2li-tanisma-paketi";"2026-08-11"
"Kaave Roastery";"Doğrulandı";"Espresso Caffe Crema 250 gr";"Menşe belirtilmemiş";"250";"Erişilemedi";"Erişilemedi";"Belirsiz";"https://www.kaave.com.tr/espresso-caffe-crema-cekirdek-kahve-250-gr";"2026-08-11"
"Kaave Roastery";"Doğrulandı";"ESPRESSO CREMA GUSTO 1000G";"Menşe belirtilmemiş";"1000";"Erişilemedi";"Erişilemedi";"Belirsiz";"https://www.kaave.com.tr/crema-gusto-espresso-cekirdek-kahve-1000-gr";"2026-08-11"
"Kaave Roastery";"Doğrulandı";"ESPRESSO GRANDE GUSTO 1000G";"Menşe belirtilmemiş";"1000";"Erişilemedi";"Erişilemedi";"Belirsiz";"https://www.kaave.com.tr/grande-gusto-espresso-cekirdek-kahve-1000-gr";"2026-08-11"
"Kaave Roastery";"Doğrulandı";"Espresso Ital'Bar 250 gr";"Menşe belirtilmemiş";"250";"Erişilemedi";"Erişilemedi";"Belirsiz";"https://www.kaave.com.tr/espresso-italbar-cekirdek-kahve-250-gr";"2026-08-11"
"Kaave Roastery";"Doğrulandı";"FİLTRE BREAKFAST BLEND 500G";"Harman – menşe belirtilmemiş";"500";"Erişilemedi";"Erişilemedi";"Belirsiz";"https://www.kaave.com.tr/breakfast-blend-filtre-kahve-500-gr";"2026-08-11"
"Kaave Roastery";"Doğrulandı";"Filtre Mare Blue Çekirdek 250 gr";"Menşe belirtilmemiş";"250";"Erişilemedi";"Erişilemedi";"Belirsiz";"https://www.kaave.com.tr/filtre-mare-blue-cekirdek-kahve-250-gr";"2026-08-11"
"Kaave Roastery";"Doğrulandı";"FİLTRE MARE BLUE ÖĞÜTÜLMÜŞ 250G";"Menşe belirtilmemiş";"250";"Erişilemedi";"Erişilemedi";"Belirsiz";"https://www.kaave.com.tr/mare-blue-filtre-kahve-250-gr";"2026-08-11"
"Kaave Roastery";"Doğrulandı";"FİLTRE PRESTİJ BLEND 500G";"Harman – menşe belirtilmemiş";"500";"Erişilemedi";"Erişilemedi";"Belirsiz";"https://www.kaave.com.tr/prestij-blend-filtre-kahve-500-gr";"2026-08-11"
"Kaave Roastery";"Doğrulandı";"Grande Gusto Espresso Çekirdek 1000 Gr*2'li Tanışma Paketi";"Menşe belirtilmemiş";"1000";"Erişilemedi";"Erişilemedi";"Belirsiz";"https://www.kaave.com.tr/grande-gusto-espresso-cekirdek-kahve-1000-gr-2li-tanisma-paketi";"2026-08-11"
"Kaave Roastery";"Doğrulandı";"Guatemala Peaks 250 gr";"Guatemala";"250";"Erişilemedi";"Erişilemedi";"Belirsiz";"https://www.kaave.com.tr/guatemala-peaks-cekirdek-kahve-250-gr";"2026-08-11"
"Kaave Roastery";"Doğrulandı";"Guatemala Peaks Çekirdek 250 Gr*4'lü Tanışma Paketi";"Guatemala";"250";"Erişilemedi";"Erişilemedi";"Belirsiz";"https://www.kaave.com.tr/guatemala-peaks-cekirdek-kahve-250-gr-4lu-tanisma-paketi";"2026-08-11"
"Kaave Roastery";"Doğrulandı";"KV-KAPSÜL CREMA GUSTO 5,5g x 10";"Menşe belirtilmemiş";"Erişilemedi";"Erişilemedi";"Erişilemedi";"Belirsiz";"https://www.kaave.com.tr/crema-gusto-kapsul-kahve";"2026-08-11"
"Kaave Roastery";"Doğrulandı";"KV-KAPSÜL GRANDE GUSTO 5,5g x 10";"Menşe belirtilmemiş";"Erişilemedi";"Erişilemedi";"Erişilemedi";"Belirsiz";"https://www.kaave.com.tr/kaave-grande-gusto-kapsul-kahve";"2026-08-11"
"Kaave Roastery";"Doğrulandı";"KV-KAPSÜL GUATEMALA 5,5g x 10";"Guatemala";"Erişilemedi";"Erişilemedi";"Erişilemedi";"Belirsiz";"https://www.kaave.com.tr/guatemala-kapsul-kahve";"2026-08-11"
"Kaave Roastery";"Doğrulandı";"KV-Türk Kahvesi İstanbul 1.000 Gr";"Menşe belirtilmemiş";"Erişilemedi";"Erişilemedi";"Erişilemedi";"Belirsiz";"https://www.kaave.com.tr/turk-kahvesi-istanbul-1000-gr";"2026-08-11"
"Kaave Roastery";"Doğrulandı";"KV-Türk Kahvesi Turkuaz 250 gr";"Harman – menşe belirtilmemiş";"250";"Erişilemedi";"Erişilemedi";"Belirsiz";"https://www.kaave.com.tr/turk-kahvesi-turkuaz-250-gr";"2026-08-11"
"Kaave Roastery";"Doğrulandı";"Magnifico Blend Espresso Çekirdek Kahve 1.000 Gr|";"Harman – menşe belirtilmemiş";"Erişilemedi";"Erişilemedi";"Erişilemedi";"Belirsiz";"https://www.kaave.com.tr/magnifico-blend-espresso-cekirdek-kahve-1000-gr";"2026-08-11"
"Kaave Roastery";"Doğrulandı";"Mare Blue Çekirdek 250 Gr*2'li Tanışma Paketi";"Menşe belirtilmemiş";"250";"Erişilemedi";"Erişilemedi";"Belirsiz";"https://www.kaave.com.tr/filtre-mare-blue-cekirdek-kahve-tanisma-paketi-250-gr-2-adet";"2026-08-11"
"Kaave Roastery";"Doğrulandı";"Mare Blue Çekirdek 250 Gr*4'lü Tanışma Paketi";"Menşe belirtilmemiş";"250";"Erişilemedi";"Erişilemedi";"Belirsiz";"https://www.kaave.com.tr/filtre-mare-blue-cekirdek-kahve-250-gr-4lu-tanisma-paketi";"2026-08-11"
"Kaave Roastery";"Doğrulandı";"Mare Blue Öğütülmüş 250 Gr*4'lü Tanışma Paketi";"Menşe belirtilmemiş";"250";"Erişilemedi";"Erişilemedi";"Belirsiz";"https://www.kaave.com.tr/filtre-mare-blue-ogutulmus-kahve-250-gr-4lu-tanisma-paketi";"2026-08-11"
"Kaave Roastery";"Doğrulandı";"Mare Blue Öğütülmüş 250G*2'li Tanışma Paketi";"Menşe belirtilmemiş";"250";"Erişilemedi";"Erişilemedi";"Belirsiz";"https://www.kaave.com.tr/mare-blue-filtre-kahve-tanisma-paketi-250-gr-2-adet";"2026-08-11"
"Kaave Roastery";"Doğrulandı";"Prestij Blend Filtre 500 Gr*2'li Tanışma Paketi";"Harman – menşe belirtilmemiş";"500";"Erişilemedi";"Erişilemedi";"Belirsiz";"https://www.kaave.com.tr/prestij-blend-filtre-kahve-tanisma-paketi-500-gr-2-adet";"2026-08-11"
"Kaave Roastery";"Doğrulandı";"Prestij Blend Filtre 500 Gr*3'lü Tanışma Paketi";"Harman – menşe belirtilmemiş";"500";"Erişilemedi";"Erişilemedi";"Belirsiz";"https://www.kaave.com.tr/prestij-blend-filtre-kahve-500-gr-3lu-tanisma-paketi";"2026-08-11"
"Kaave Roastery";"Doğrulandı";"Prestij Blend Filtre 500 Gr*4'lü Tanışma Paketi";"Harman – menşe belirtilmemiş";"500";"Erişilemedi";"Erişilemedi";"Belirsiz";"https://www.kaave.com.tr/prestij-blend-filtre-kahve-tanisma-paketi-500-gr-4-adet";"2026-08-11"
"Kaave Roastery";"Doğrulandı";"Prestij Blend Filtre Kahve 250 Gr|";"Harman – menşe belirtilmemiş";"250";"Erişilemedi";"Erişilemedi";"Belirsiz";"https://www.kaave.com.tr/prestij-blend-filtre-kahve-250-gr";"2026-08-11"
"Kaave Roastery";"Doğrulandı";"Türk Kahvesi İstanbul 250 Gr*2'li Tanışma Paketi";"Menşe belirtilmemiş";"250";"Erişilemedi";"Erişilemedi";"Belirsiz";"https://www.kaave.com.tr/turk-kahvesi-istanbul-tanisma-paketi-250-gr-2-adet";"2026-08-11"
"Kaave Roastery";"Doğrulandı";"Türk Kahvesi İstanbul 250 Gr*4'lü Tanışma Paketi";"Menşe belirtilmemiş";"250";"Erişilemedi";"Erişilemedi";"Belirsiz";"https://www.kaave.com.tr/turk-kahvesi-istanbul-tanisma-paketi-250-gr-4-adet";"2026-08-11"
"Kaave Roastery";"Doğrulandı";"TÜRK KAHVESİ İSTANBUL 250G";"Menşe belirtilmemiş";"250";"Erişilemedi";"Erişilemedi";"Belirsiz";"https://www.kaave.com.tr/turk-kahvesi-istanbul-250-gr";"2026-08-11"
"Kaave Roastery";"Doğrulandı";"Türk Kahvesi Turkuaz 250 Gr + Türk Kahvesi İstanbul 250 Gr 2'li Tanışma Paketi";"Menşe belirtilmemiş";"250";"Erişilemedi";"Erişilemedi";"Belirsiz";"https://www.kaave.com.tr/turkuaz-istanbul-turk-kahvesi-tanisma-paketi-250-gr-2-adet";"2026-08-11"
"Kaave Roastery";"Doğrulandı";"Türk Kahvesi Turkuaz 250 Gr*2'li Tanışma Paketi";"Menşe belirtilmemiş";"250";"Erişilemedi";"Erişilemedi";"Belirsiz";"https://www.kaave.com.tr/turk-kahvesi-turkuaz-tanisma-paketi-250-gr-2-adet";"2026-08-11"
"Kaave Roastery";"Doğrulandı";"Türk Kahvesi Turkuaz 250 Gr*4'lü Tanışma Paketi";"Menşe belirtilmemiş";"250";"Erişilemedi";"Erişilemedi";"Belirsiz";"https://www.kaave.com.tr/turk-kahvesi-turkuaz-tanisma-paketi-250-gr-4-adet";"2026-08-11"
"Kafein Kültür";"Kısmi doğrulama";"Ürün kataloğu — ayrıntılı ürün verisine erişilemedi";"Erişilemedi";"Erişilemedi";"Erişilemedi";"Erişilemedi";"Erişilemedi";"Erişilemedi";"2026-08-11"
"Kafeingo";"Doğrulandı";"Ürün kataloğu — ayrıntılı ürün verisine erişilemedi";"Erişilemedi";"Erişilemedi";"Erişilemedi";"Erişilemedi";"Erişilemedi";"https://kafeingo.com/";"2026-08-11"
"Kahve Diyarı";"Kısmi doğrulama";"Ürün kataloğu — ayrıntılı ürün verisine erişilemedi";"Erişilemedi";"Erişilemedi";"Erişilemedi";"Erişilemedi";"Erişilemedi";"Erişilemedi";"2026-08-11"
"Kahve Dünyası";"Doğrulandı";"12&#x27;li Çok Kavrulmuş Türk Kahvesi 100g";"Brezilya";"100";"1250";"12500";"Belirsiz";"https://www.kahvedunyasi.com/urun/12li-cok-kavrulmus-turk-kahvesi-100g-p-91";"2026-08-11"
"Kahve Dünyası";"Doğrulandı";"24&#x27;lü Sütlü Gofrik";"Menşe belirtilmemiş";"33";"1250";"37878.79";"Belirsiz";"https://www.kahvedunyasi.com/urun/24lu-sutlu-gofrik-p-42";"2026-08-11"
"Kahve Dünyası";"Doğrulandı";"3&#x27;&#x27;ü 1 Arada Klasik Hazır Kahve 8&#x27;li Paket";"Menşe belirtilmemiş";"Erişilemedi";"1250";"Erişilemedi";"Belirsiz";"https://www.kahvedunyasi.com/urun/3u-1-arada-klasik-hazir-kahve-8li-paket-p-263";"2026-08-11"
"Kahve Dünyası";"Doğrulandı";"4&#x27;lü Orta Kavrulmuş Türk Kahvesi 100g";"Brezilya";"100";"1250";"12500";"Belirsiz";"https://www.kahvedunyasi.com/urun/4lu-orta-kavrulmus-turk-kahvesi-100g-p-97";"2026-08-11"
"Kahve Dünyası";"Doğrulandı";"40&#x27;lı 2&#x27;si 1 Arada Fındık Aromalı Hazır Kahve";"Harman – menşe belirtilmemiş";"12";"1250";"104166.67";"Belirsiz";"https://www.kahvedunyasi.com/urun/40li-2si-1-arada-findik-aromali-hazir-kahve-p-159";"2026-08-11"
"Kahve Dünyası";"Doğrulandı";"40&#x27;lı 2&#x27;si 1 Arada Klasik Hazır Kahve";"Harman – menşe belirtilmemiş";"12";"1250";"104166.67";"Belirsiz";"https://www.kahvedunyasi.com/urun/40li-2si-1-arada-klasik-hazir-kahve-p-160";"2026-08-11"
"Kahve Dünyası";"Doğrulandı";"40&#x27;lı 3&#x27;ü 1 Arada Damla Sakızı Aromalı Hazır Kahve";"Harman – menşe belirtilmemiş";"18";"1250";"69444.44";"Belirsiz";"https://www.kahvedunyasi.com/urun/40li-3u-1-arada-damla-sakizi-aromali-hazir-kahve-p-62";"2026-08-11"
"Kahve Dünyası";"Doğrulandı";"40&#x27;lı 3&#x27;ü 1 Arada Klasik Hazır Kahve";"Harman – menşe belirtilmemiş";"18";"1250";"69444.44";"Belirsiz";"https://www.kahvedunyasi.com/urun/40li-3u-1-arada-klasik-hazir-kahve-p-162";"2026-08-11"
"Kahve Dünyası";"Doğrulandı";"5&#x27;li Sütlü Gofrik";"Menşe belirtilmemiş";"Erişilemedi";"1250";"Erişilemedi";"Belirsiz";"https://www.kahvedunyasi.com/urun/5li-sutlu-gofrik-p-101";"2026-08-11"
"Kahve Dünyası";"Doğrulandı";"80&#x27;li Filtre Kahve Kağıdı";"Menşe belirtilmemiş";"Erişilemedi";"1250";"Erişilemedi";"Belirsiz";"https://www.kahvedunyasi.com/urun/80li-filtre-kahve-kagidi-p-3";"2026-08-11"
"Kahve Dünyası";"Doğrulandı";"Antep Fıstıklı Draje, Sütlü Çikolatalı 120g";"Menşe belirtilmemiş";"120";"1250";"10416.67";"Belirsiz";"https://www.kahvedunyasi.com/urun/antep-fistikli-draje-sutlu-cikolatali-120g-p-251";"2026-08-11"
"Kahve Dünyası";"Doğrulandı";"Antigua Kavrulmuş Çekirdek 1 Kg.";"Menşe belirtilmemiş";"1000";"1250";"1250";"Belirsiz";"https://www.kahvedunyasi.com/urun/antigua-kavrulmus-cekirdek-1-kg-p-212";"2026-08-11"
"Kahve Dünyası";"Doğrulandı";"Badem Ezmesi Bitter 225 gr";"Menşe belirtilmemiş";"225";"1250";"5555.56";"Belirsiz";"https://www.kahvedunyasi.com/urun/badem-ezmesi-bitter-225-gr-p-262";"2026-08-11"
"Kahve Dünyası";"Doğrulandı";"Beyaz Para Çikolata 500g";"Menşe belirtilmemiş";"500";"1250";"2500";"Belirsiz";"https://www.kahvedunyasi.com/urun/beyaz-para-cikolata-500g-p-319";"2026-08-11"
"Kahve Dünyası";"Doğrulandı";"Bonte Bitter Çikolatalı 400g Kova";"Menşe belirtilmemiş";"400";"1250";"3125";"Belirsiz";"https://www.kahvedunyasi.com/urun/bonte-bitter-cikolatali-400g-kova-p-71";"2026-08-11"
"Kahve Dünyası";"Doğrulandı";"Çok Kavrulmuş Türk Kahvesi 250g";"Brezilya";"250";"1250";"5000";"Belirsiz";"https://www.kahvedunyasi.com/urun/cok-kavrulmus-turk-kahvesi-250g-p-46";"2026-08-11"
"Kahve Dünyası";"Doğrulandı";"Draje Badem Sütlü 120 gr";"Menşe belirtilmemiş";"120";"1250";"10416.67";"Belirsiz";"https://www.kahvedunyasi.com/urun/draje-badem-sutlu-120-gr-p-245";"2026-08-11"
"Kahve Dünyası";"Doğrulandı";"Draje Bitter Portakal 120 gr";"Menşe belirtilmemiş";"120";"1250";"10416.67";"Belirsiz";"https://www.kahvedunyasi.com/urun/draje-bitter-portakal-120-gr-p-279";"2026-08-11"
"Kahve Dünyası";"Doğrulandı";"Draje Mix Kahveli 120 gr";"Menşe belirtilmemiş";"120";"1250";"10416.67";"Belirsiz";"https://www.kahvedunyasi.com/urun/draje-mix-kahveli-120-gr-p-2422";"2026-08-11"
"Kahve Dünyası";"Doğrulandı";"Espresso Çekirdek 1 Kg.";"Menşe belirtilmemiş";"1000";"1250";"1250";"Belirsiz";"https://www.kahvedunyasi.com/urun/espresso-cekirdek-1-kg-p-123";"2026-08-11"
"Kahve Dünyası";"Doğrulandı";"Espresso Kilitli 250g";"Menşe belirtilmemiş";"250";"1250";"5000";"Belirsiz";"https://www.kahvedunyasi.com/urun/espresso-kilitli-250g-p-2421";"2026-08-11"
"Kahve Dünyası";"Doğrulandı";"Etiyopya Kapsül Kahve 10&#x27;&#x27;lu Kutu";"Etiyopya";"Erişilemedi";"1250";"Erişilemedi";"Belirsiz";"https://www.kahvedunyasi.com/urun/etiyopya-kapsul-kahve-10lu-kutu-p-295";"2026-08-11"
"Kahve Dünyası";"Doğrulandı";"Fındık Aromalı Kapsül Kahve 10&#x27;&#x27;lu Kutu";"Menşe belirtilmemiş";"Erişilemedi";"1250";"Erişilemedi";"Belirsiz";"https://www.kahvedunyasi.com/urun/findik-aromali-kapsul-kahve-10lu-kutu-p-261";"2026-08-11"
"Kahve Dünyası";"Doğrulandı";"Filtre Kahve Aromalı 3&#x27;lü Set Kilitli 250 gr";"Menşe belirtilmemiş";"250";"1250";"5000";"Belirsiz";"https://www.kahvedunyasi.com/urun/filtre-kahve-aromali-3lu-set-kilitli-250-gr-p-2374";"2026-08-11"
"Kahve Dünyası";"Doğrulandı";"Filtre Kahve Çekirdek 1 Kg.";"Harman – menşe belirtilmemiş";"1000";"1250";"1250";"Belirsiz";"https://www.kahvedunyasi.com/urun/filtre-kahve-cekirdek-1-kg-p-165";"2026-08-11"
"Kahve Dünyası";"Doğrulandı";"Guatemala Yöresel Filtre Kahve 200g-Kağıt Filtre";"Guatemala";"200";"1250";"6250";"Belirsiz";"https://www.kahvedunyasi.com/urun/guatemala-yoresel-filtre-kahve-200gkagit-filtre-p-217";"2026-08-11"
"Kahve Dünyası";"Doğrulandı";"Karamel Aromalı Filtre Kahve Çekirdek 1 Kg.";"Menşe belirtilmemiş";"1000";"1250";"1250";"Belirsiz";"https://www.kahvedunyasi.com/urun/karamel-aromali-filtre-kahve-cekirdek-1-kg-p-124";"2026-08-11"
"Kahve Dünyası";"Doğrulandı";"Karamel Aromalı Filtre Kahve Kilitli 250g";"Menşe belirtilmemiş";"250";"1250";"5000";"Belirsiz";"https://www.kahvedunyasi.com/urun/karamel-aromali-filtre-kahve-kilitli-250g-p-2372";"2026-08-11"
"Kahve Dünyası";"Doğrulandı";"Karamel Aromalı Kapsül Kahve 10&#x27;&#x27;lu Kutu";"Menşe belirtilmemiş";"Erişilemedi";"1250";"Erişilemedi";"Belirsiz";"https://www.kahvedunyasi.com/urun/karamel-aromali-kapsul-kahve-10lu-kutu-p-267";"2026-08-11"
"Kahve Dünyası";"Doğrulandı";"Kolombiya Filtre Kahve Kilitli 250g";"Kolombiya";"250";"1250";"5000";"Belirsiz";"https://www.kahvedunyasi.com/urun/kolombiya-filtre-kahve-kilitli-250g-p-2424";"2026-08-11"
"Kahve Dünyası";"Doğrulandı";"Madlen Sütlü-Bitter Çikolata Büyük Boy 572g";"Menşe belirtilmemiş";"572";"1250";"2185.31";"Belirsiz";"https://www.kahvedunyasi.com/urun/madlen-sutlubitter-cikolata-buyuk-boy-572g-p-315";"2026-08-11"
"Kahve Dünyası";"Doğrulandı";"Orijin Çikolata Ekvador 100g";"Menşe belirtilmemiş";"100";"1250";"12500";"Belirsiz";"https://www.kahvedunyasi.com/urun/orijin-cikolata-ekvador-100g-p-36";"2026-08-11"
"Kahve Dünyası";"Doğrulandı";"Orijin Çikolata Tanzanya 100g";"Tanzanya";"100";"1250";"12500";"Belirsiz";"https://www.kahvedunyasi.com/urun/orijin-cikolata-tanzanya-100g-p-39";"2026-08-11"
"Kahve Dünyası";"Doğrulandı";"Orta Kavrulmuş Türk Kahvesi 100g";"Brezilya";"100";"1250";"12500";"Belirsiz";"https://www.kahvedunyasi.com/urun/orta-kavrulmus-turk-kahvesi-100g-p-106";"2026-08-11"
"Kahve Dünyası";"Doğrulandı";"Roche Fıstıklı Bitter Çikolata 250g";"Menşe belirtilmemiş";"250";"1250";"5000";"Belirsiz";"https://www.kahvedunyasi.com/urun/roche-fistikli-bitter-cikolata-250g-p-118";"2026-08-11"
"Kahve Dünyası";"Doğrulandı";"Spesiyal Çikolata Büyük Kutu 418g";"Hindistan";"418";"1250";"2990.43";"Belirsiz";"https://www.kahvedunyasi.com/urun/spesiyal-cikolata-buyuk-kutu-418g-p-2399";"2026-08-11"
"Kahve Dünyası";"Doğrulandı";"Sürpriz Kahverengi Hediye Kutusu";"Menşe belirtilmemiş";"Erişilemedi";"1250";"Erişilemedi";"Belirsiz";"https://www.kahvedunyasi.com/urun/surpriz-kahverengi-hediye-kutusu-p-10";"2026-08-11"
"Kahve Dünyası";"Doğrulandı";"Taze Çekilmiş Türk Kahvesi Çok Kavrulmuş 200g";"Menşe belirtilmemiş";"200";"1250";"6250";"Belirsiz";"https://www.kahvedunyasi.com/urun/taze-cekilmis-turk-kahvesi-cok-kavrulmus-200g-p-255";"2026-08-11"
"Kahve Dünyası";"Doğrulandı";"Taze Çekilmiş Türk Kahvesi Orta Kavrulmuş 200g";"Menşe belirtilmemiş";"200";"1250";"6250";"Belirsiz";"https://www.kahvedunyasi.com/urun/taze-cekilmis-turk-kahvesi-orta-kavrulmus-200g-p-216";"2026-08-11"
"Kahve Dünyası";"Doğrulandı";"Vanilya Aromalı Filtre Kahve Kilitli 250g";"Harman – menşe belirtilmemiş";"250";"1250";"5000";"Belirsiz";"https://www.kahvedunyasi.com/urun/vanilya-aromali-filtre-kahve-kilitli-250g-p-2373";"2026-08-11"
"Kahve Dünyası";"Doğrulandı";"Vanilya Aromalı Kapsül Kahve 10&#x27;&#x27;lu Kutu";"Menşe belirtilmemiş";"Erişilemedi";"1250";"Erişilemedi";"Belirsiz";"https://www.kahvedunyasi.com/urun/vanilya-aromali-kapsul-kahve-10lu-kutu-p-268";"2026-08-11"
"Kahve Fabrikası";"Doğrulandı";"Ürün kataloğu — ayrıntılı ürün verisine erişilemedi";"Erişilemedi";"Erişilemedi";"Erişilemedi";"Erişilemedi";"Erişilemedi";"https://www.kahvefabrikasi.com/kahve";"2026-08-11"
"Kahve.com / Moliendo";"Doğrulandı";"Hario Soğuk Demleme Filtreli Şişe Mocca";"Menşe belirtilmemiş";"Erişilemedi";"131";"Erişilemedi";"Belirsiz";"https://www.kahve.com/urun/hario-soguk-demleme-filtreli-sise-mocca";"2026-08-11"
"Kahve.com / Moliendo";"Doğrulandı";"Moliendo Australia Skybury Yöresel Kahve";"Menşe belirtilmemiş";"Erişilemedi";"131";"Erişilemedi";"Belirsiz";"https://www.kahve.com/urun/moliendo-australia-skybury-yoresel-kahve";"2026-08-11"
"Kahve.com / Moliendo";"Doğrulandı";"Moliendo Brasil Bossa Nova Yöresel Kahve";"Brezilya";"Erişilemedi";"131";"Erişilemedi";"Belirsiz";"https://www.kahve.com/urun/moliendo-brasil-bossa-nova-yoresel-kahve";"2026-08-11"
"Kahve.com / Moliendo";"Doğrulandı";"Moliendo Brasil Cerrado Yöresel Kahve";"Brezilya";"Erişilemedi";"131";"Erişilemedi";"Belirsiz";"https://www.kahve.com/urun/moliendo-brasil-cerrado-yoresel-kahve";"2026-08-11"
"Kahve.com / Moliendo";"Doğrulandı";"Moliendo Brasil Fazenda Yellow Bourbon Yöresel Kahve";"Brezilya";"Erişilemedi";"131";"Erişilemedi";"Belirsiz";"https://www.kahve.com/urun/moliendo-brasil-fazenda-yellow-bourbon-yoresel-kahve";"2026-08-11"
"Kahve.com / Moliendo";"Doğrulandı";"Moliendo Burundi Yöresel Kahve";"Burundi";"Erişilemedi";"131";"Erişilemedi";"Belirsiz";"https://www.kahve.com/urun/moliendo-burundi-yoresel-kahve";"2026-08-11"
"Kahve.com / Moliendo";"Doğrulandı";"Moliendo Colombia Altamira Excelso Yöresel Kahve";"Kolombiya";"Erişilemedi";"131";"Erişilemedi";"Belirsiz";"https://www.kahve.com/urun/moliendo-colombia-altamira-excelso-yoresel-kahve";"2026-08-11"
"Kahve.com / Moliendo";"Doğrulandı";"Moliendo Colombia Supremo Huila Yöresel Kahve";"Kolombiya";"Erişilemedi";"131";"Erişilemedi";"Belirsiz";"https://www.kahve.com/urun/moliendo-colombia-supremo-huila-yoresel-kahve";"2026-08-11"
"Kahve.com / Moliendo";"Doğrulandı";"Moliendo Costa Rica Tarrazu Yöresel Kahve";"Kosta Rika";"Erişilemedi";"131";"Erişilemedi";"Belirsiz";"https://www.kahve.com/urun/moliendo-costa-rica-tarrazu-yoresel-kahve";"2026-08-11"
"Kahve.com / Moliendo";"Doğrulandı";"Moliendo Ecuador Loja Yöresel Kahve";"Menşe belirtilmemiş";"Erişilemedi";"131";"Erişilemedi";"Belirsiz";"https://www.kahve.com/urun/moliendo-ecuador-loja-yoresel-kahve";"2026-08-11"
"Kahve.com / Moliendo";"Doğrulandı";"Moliendo El Salvador SGH Finca La Joya Yöresel Kahve";"El Salvador";"Erişilemedi";"131";"Erişilemedi";"Belirsiz";"https://www.kahve.com/urun/moliendo-el-salvador-sgh-finca-la-joya-yoresel-kahve";"2026-08-11"
"Kahve.com / Moliendo";"Doğrulandı";"Moliendo Ethiopia Djimmah Yöresel Kahve";"Etiyopya";"Erişilemedi";"131";"Erişilemedi";"Belirsiz";"https://www.kahve.com/urun/moliendo-ethiopia-djimmah-yoresel-kahve";"2026-08-11"
"Kahve.com / Moliendo";"Doğrulandı";"Moliendo Ethiopia Harrar Yöresel Kahve";"Etiyopya";"Erişilemedi";"131";"Erişilemedi";"Belirsiz";"https://www.kahve.com/urun/moliendo-ethiopia-harrar-yoresel-kahve";"2026-08-11"
"Kahve.com / Moliendo";"Doğrulandı";"Moliendo Ethiopia Sidamo Gr 2 Yıkanmış Yöresel Kahve";"Etiyopya";"Erişilemedi";"131";"Erişilemedi";"Belirsiz";"https://www.kahve.com/urun/moliendo-ethiopia-sidamo-gr-2-yikanmis-yoresel-kahve";"2026-08-11"
"Kahve.com / Moliendo";"Doğrulandı";"Moliendo Ethiopia Sidamo Gr 4 Kuru İşleme Yöresel Kahve";"Etiyopya";"Erişilemedi";"131";"Erişilemedi";"Belirsiz";"https://www.kahve.com/urun/moliendo-ethiopia-sidamo-gr-4-kuru-isleme-yoresel-kahve";"2026-08-11"
"Kahve.com / Moliendo";"Doğrulandı";"Moliendo Ethiopia Yirgacheffe Yöresel Kahve";"Etiyopya";"Erişilemedi";"131";"Erişilemedi";"Belirsiz";"https://www.kahve.com/urun/moliendo-ethiopia-yirgacheffe-yoresel-kahve";"2026-08-11"
"Kahve.com / Moliendo";"Doğrulandı";"Moliendo Guatemala Antigua Yöresel Kahve";"Guatemala";"Erişilemedi";"131";"Erişilemedi";"Belirsiz";"https://www.kahve.com/urun/moliendo-guatemala-antigua-yoresel-kahve";"2026-08-11"
