"İşletme";"Doğrulama";"Ürün";"Menşe";"Gramaj (g)";"Fiyat (TL)";"TL/kg";"Stok";"Kaynak bağlantısı";"Kontrol tarihi"
"Artukbey Kahve";"Doğrulandı";"Artukbey Hazır Kahve Gold 250 Gr (ART00104025012)";"Menşe belirtilmemiş";"250";"Erişilemedi";"Erişilemedi";"Belirsiz";"https://www.artukbey.com/artukbey-hazir-kahve-gold-250-gr-1223";"2026-08-11"
"Artukbey Kahve";"Doğrulandı";"Artukbey Hazır Kahve Gold 500 Gr";"Menşe belirtilmemiş";"500";"549";"1098";"Stokta";"https://www.artukbey.com/artukbey-hazir-kahve-gold-500-gr-net405-gr";"2026-08-11"
"Artukbey Kahve";"Doğrulandı";"Artukbey Hazır Kahve Gold 500 Gr (ART00104040013)";"Menşe belirtilmemiş";"500";"Erişilemedi";"Erişilemedi";"Belirsiz";"https://www.artukbey.com/artukbey-hazir-kahve-gold-500-gr-net405-gr";"2026-08-11"
"Artukbey Kahve";"Doğrulandı";"Artukbey Kakuleli Dibek Kahve Kese 100 gr";"Menşe belirtilmemiş";"100";"149";"1490";"Stokta";"https://www.artukbey.com/artukbey-kakuleli-dibek-kahve-kese-100-gr";"2026-08-11"
"Artukbey Kahve";"Doğrulandı";"Artukbey Kakuleli Dibek Kahve Kese 100 gr (ART00102020015)";"Menşe belirtilmemiş";"100";"Erişilemedi";"Erişilemedi";"Belirsiz";"https://www.artukbey.com/artukbey-kakuleli-dibek-kahve-kese-100-gr";"2026-08-11"
"Artukbey Kahve";"Doğrulandı";"Artukbey Kakuleli Dibek Kahvesi 300gr";"Menşe belirtilmemiş";"300";"329";"1096.67";"Stokta";"https://www.artukbey.com/artukbey-kakuleli-dibek-kahvesi-300gr1";"2026-08-11"
"Artukbey Kahve";"Doğrulandı";"Artukbey Kakuleli Dibek Kahvesi 300gr (ART00102040017)";"Menşe belirtilmemiş";"300";"Erişilemedi";"Erişilemedi";"Belirsiz";"https://www.artukbey.com/artukbey-kakuleli-dibek-kahvesi-300gr1";"2026-08-11"
"Artukbey Kahve";"Doğrulandı";"Artukbey Menengiç Kahvesi 200gr (ART00102020021)";"Menşe belirtilmemiş";"200";"Erişilemedi";"Erişilemedi";"Belirsiz";"https://www.artukbey.com/artukbey-menengic-kahvesi-200gr-1338";"2026-08-11"
"Artukbey Kahve";"Doğrulandı";"Artukbey Menengiç Kahvesi 300gr";"Menşe belirtilmemiş";"300";"329";"1096.67";"Stokta";"https://www.artukbey.com/artukbey-menengic-kahvesi-300gr";"2026-08-11"
"Artukbey Kahve";"Doğrulandı";"Artukbey Menengiç Kahvesi 300gr (ART00102040022)";"Menşe belirtilmemiş";"300";"Erişilemedi";"Erişilemedi";"Belirsiz";"https://www.artukbey.com/artukbey-menengic-kahvesi-300gr";"2026-08-11"
"Artukbey Kahve";"Doğrulandı";"Artukbey Menengiç Kahvesi Kese 100 gr (ART00102020039)";"Menşe belirtilmemiş";"100";"Erişilemedi";"Erişilemedi";"Belirsiz";"https://www.artukbey.com/artukbey-menengic-kahvesi-kese-100gr";"2026-08-11"
"Artukbey Kahve";"Doğrulandı";"Artukbey Sade Dibek Türk Kahvesi 300gr";"Menşe belirtilmemiş";"300";"329";"1096.67";"Stokta";"https://www.artukbey.com/artukbey-sade-dibek-turk-kahvesi-300-gr";"2026-08-11"
"Artukbey Kahve";"Doğrulandı";"Artukbey Sade Dibek Türk Kahvesi 300gr (ART00102040027)";"Menşe belirtilmemiş";"300";"Erişilemedi";"Erişilemedi";"Belirsiz";"https://www.artukbey.com/artukbey-sade-dibek-turk-kahvesi-300-gr";"2026-08-11"
"Artukbey Kahve";"Doğrulandı";"Artukbey Sade Dibek Türk Kahvesi Kese 100 gr (ART00102020025)";"Menşe belirtilmemiş";"100";"Erişilemedi";"Erişilemedi";"Belirsiz";"https://www.artukbey.com/sade-dibek-turk-kahvesi-kese-100-gr";"2026-08-11"
"Artukbey Kahve";"Doğrulandı";"Artukbey Special Damla Sakızlı Dibek Kahvesi 250gr (ART00102025029)";"Menşe belirtilmemiş";"250";"Erişilemedi";"Erişilemedi";"Belirsiz";"https://www.artukbey.com/artukbey-special-damla-sakizli-dibek-kahvesi-250gr-1273";"2026-08-11"
"Artukbey Kahve";"Doğrulandı";"Artukbey Special Dibek Kahvesi 250gr (ART00102025030)";"Menşe belirtilmemiş";"250";"Erişilemedi";"Erişilemedi";"Belirsiz";"https://www.artukbey.com/artukbey-special-dibek-kahvesi-250gr-1272";"2026-08-11"
"Artukbey Kahve";"Doğrulandı";"Artukbey Süryani Dibek Kahvesi Kese 100 gr (ART00102020031)";"Menşe belirtilmemiş";"100";"Erişilemedi";"Erişilemedi";"Belirsiz";"https://www.artukbey.com/artukbey-suryani-dibek-kahvesi-kese-100gr";"2026-08-11"
"Artukbey Kahve";"Doğrulandı";"Artukbey Türk Kahvesi 100gr";"Menşe belirtilmemiş";"100";"109";"1090";"Stokta";"https://www.artukbey.com/artukbey-turk-kahvesi-100gr-1216";"2026-08-11"
"Artukbey Kahve";"Doğrulandı";"Artukbey Türk Kahvesi 100gr (ART00105010001)";"Menşe belirtilmemiş";"100";"Erişilemedi";"Erişilemedi";"Belirsiz";"https://www.artukbey.com/artukbey-turk-kahvesi-100gr-1216";"2026-08-11"
"Artukbey Kahve";"Doğrulandı";"Bitter Çikolatalı Dibek Kahvesi 300 gr";"Menşe belirtilmemiş";"300";"329";"1096.67";"Stokta";"https://www.artukbey.com/bitter-cikolatali-dibek-kahvesi-300-gr";"2026-08-11"
"Artukbey Kahve";"Doğrulandı";"Bitter Çikolatalı Dibek Kahvesi 300 gr (ART00102040034)";"Menşe belirtilmemiş";"300";"Erişilemedi";"Erişilemedi";"Belirsiz";"https://www.artukbey.com/bitter-cikolatali-dibek-kahvesi-300-gr";"2026-08-11"
"Artukbey Kahve";"Doğrulandı";"Blend (Filtre Kahve ) 250 Gr";"Harman – menşe belirtilmemiş";"250";"469";"1876";"Stokta";"https://www.artukbey.com/blend-filtre-kahve-cekirdegi-250-gr";"2026-08-11"
"Artukbey Kahve";"Doğrulandı";"Blend (Filtre Kahve ) 250 Gr (ART00103025001)";"Harman – menşe belirtilmemiş";"250";"Erişilemedi";"Erişilemedi";"Belirsiz";"https://www.artukbey.com/blend-filtre-kahve-cekirdegi-250-gr";"2026-08-11"
"Artukbey Kahve";"Doğrulandı";"Classic (Filtre Kahve) 250 Gr";"Menşe belirtilmemiş";"250";"369";"1476";"Stokta";"https://www.artukbey.com/classic-filtre-kahve-cekirdegi-250-gr";"2026-08-11"
"Artukbey Kahve";"Doğrulandı";"Classic (Filtre Kahve) 250 Gr (ART00103025002)";"Menşe belirtilmemiş";"250";"Erişilemedi";"Erişilemedi";"Belirsiz";"https://www.artukbey.com/classic-filtre-kahve-cekirdegi-250-gr";"2026-08-11"
"Artukbey Kahve";"Doğrulandı";"Costa Rica (Filtre Kahve) 250 Gr";"Kosta Rika";"250";"469";"1876";"Stokta";"https://www.artukbey.com/costa-ricafiltre-kahve-cekirdegi-250-gr";"2026-08-11"
"Artukbey Kahve";"Doğrulandı";"Costa Rica (Filtre Kahve) 250 Gr (ART00103025006)";"Kosta Rika";"250";"Erişilemedi";"Erişilemedi";"Belirsiz";"https://www.artukbey.com/costa-ricafiltre-kahve-cekirdegi-250-gr";"2026-08-11"
"Artukbey Kahve";"Doğrulandı";"Damla Sakızlı Türk Kahvesi 1 Kg (ART00102040040)";"Menşe belirtilmemiş";"1000";"Erişilemedi";"Erişilemedi";"Belirsiz";"https://www.artukbey.com/damla-sakizli-turk-kahvesi-1-kg-1334";"2026-08-11"
"Artukbey Kahve";"Doğrulandı";"Damlasakızlı Türk Kahvesi Teneke Kutu 250 gr (ART00102025044)";"Menşe belirtilmemiş";"250";"Erişilemedi";"Erişilemedi";"Belirsiz";"https://www.artukbey.com/damlasakizli-turk-kahvesi-teneke-kutu-250-gr-1340";"2026-08-11"
"Artukbey Kahve";"Doğrulandı";"Espresso Kahve Çekirdeği 1 Kg";"Menşe belirtilmemiş";"1000";"999";"999";"Stokta";"https://www.artukbey.com/espresso-kahve-cekirdegi-1-kg-1217";"2026-08-11"
"Artukbey Kahve";"Doğrulandı";"Espresso Kahve Çekirdeği 1 Kg (ART00104100015)";"Menşe belirtilmemiş";"1000";"Erişilemedi";"Erişilemedi";"Belirsiz";"https://www.artukbey.com/espresso-kahve-cekirdegi-1-kg-1217";"2026-08-11"
"Artukbey Kahve";"Doğrulandı";"Ethiopia (Filtre Kahve Çekirdeği) 250 Gr";"Etiyopya";"250";"469";"1876";"Stokta";"https://www.artukbey.com/ethiopia-filtre-kahve-cekirdegi-250-gr-1241";"2026-08-11"
"Artukbey Kahve";"Doğrulandı";"Ethiopia (Filtre Kahve Çekirdeği) 250 Gr (ART00103025007)";"Etiyopya";"250";"Erişilemedi";"Erişilemedi";"Belirsiz";"https://www.artukbey.com/ethiopia-filtre-kahve-cekirdegi-250-gr-1241";"2026-08-11"
"Artukbey Kahve";"Doğrulandı";"Gold Kahve (40 adet*2 gr) (ART00104000024)";"Menşe belirtilmemiş";"Erişilemedi";"Erişilemedi";"Erişilemedi";"Belirsiz";"https://www.artukbey.com/gold-kahve-40-adet2-gr1";"2026-08-11"
"Artukbey Kahve";"Doğrulandı";"Kahve Kreması (Süt tozu) 1 Kg";"Menşe belirtilmemiş";"1000";"269";"269";"Stokta";"https://www.artukbey.com/kahve-kremasi-sut-tozu-1-kg-net845-gr";"2026-08-11"
"Artukbey Kahve";"Doğrulandı";"Kahve Kreması (Süt tozu) 1 Kg (ART01403100001)";"Menşe belirtilmemiş";"1000";"Erişilemedi";"Erişilemedi";"Belirsiz";"https://www.artukbey.com/kahve-kremasi-sut-tozu-1-kg-net845-gr";"2026-08-11"
"Artukbey Kahve";"Doğrulandı";"Kahve Kreması (Süt tozu) 250 Gr";"Menşe belirtilmemiş";"250";"119";"476";"Stokta";"https://www.artukbey.com/kahve-kremasi-sut-tozu-250-gr-934";"2026-08-11"
"Artukbey Kahve";"Doğrulandı";"Kahve Kreması (Süt tozu) 250 Gr (ART01403025002)";"Menşe belirtilmemiş";"250";"Erişilemedi";"Erişilemedi";"Belirsiz";"https://www.artukbey.com/kahve-kremasi-sut-tozu-250-gr-934";"2026-08-11"
"Artukbey Kahve";"Doğrulandı";"Kahve Kreması (Süt tozu) 500 Gr";"Menşe belirtilmemiş";"500";"169";"338";"Stokta";"https://www.artukbey.com/kahve-kremasi-sut-tozu-500-gr-net405-gr";"2026-08-11"
"Artukbey Kahve";"Doğrulandı";"Kahve Kreması (Süt tozu) 500 Gr (ART01403050003)";"Menşe belirtilmemiş";"500";"Erişilemedi";"Erişilemedi";"Belirsiz";"https://www.artukbey.com/kahve-kremasi-sut-tozu-500-gr-net405-gr";"2026-08-11"
"Artukbey Kahve";"Doğrulandı";"Kahveli Sarma Lokum 1 kg";"Menşe belirtilmemiş";"1000";"499";"499";"Stokta";"https://www.artukbey.com/kahveli-sarma-lokum-1-kg-net-845-gr";"2026-08-11"
"Artukbey Kahve";"Doğrulandı";"Kahveli Sarma Lokum 1 kg (ART00505100006)";"Menşe belirtilmemiş";"1000";"Erişilemedi";"Erişilemedi";"Belirsiz";"https://www.artukbey.com/kahveli-sarma-lokum-1-kg-net-845-gr";"2026-08-11"
"Artukbey Kahve";"Doğrulandı";"Kahveli Sarma Lokum 250 Gr";"Menşe belirtilmemiş";"250";"169";"676";"Stokta";"https://www.artukbey.com/kahveli-sarma-lokum-250-gr-1076";"2026-08-11"
"Artukbey Kahve";"Doğrulandı";"Kahveli Sarma Lokum 250 Gr (ART00505025004)";"Menşe belirtilmemiş";"250";"Erişilemedi";"Erişilemedi";"Belirsiz";"https://www.artukbey.com/kahveli-sarma-lokum-250-gr-1076";"2026-08-11"
"Artukbey Kahve";"Doğrulandı";"Kahveli Sarma Lokum 500 Gr";"Menşe belirtilmemiş";"500";"299";"598";"Stokta";"https://www.artukbey.com/kahveli-sarma-lokum-500-gr-net405-gr";"2026-08-11"
"Artukbey Kahve";"Doğrulandı";"Kahveli Sarma Lokum 500 Gr (ART00505050005)";"Menşe belirtilmemiş";"500";"Erişilemedi";"Erişilemedi";"Belirsiz";"https://www.artukbey.com/kahveli-sarma-lokum-500-gr-net405-gr";"2026-08-11"
"Artukbey Kahve";"Doğrulandı";"Kenya (Filtre Kahve Çekirdeği) 250 Gr";"Kenya";"250";"469";"1876";"Stokta";"https://www.artukbey.com/kenya-filtre-kahve-cekirdegi-250-gr-1222";"2026-08-11"
"Artukbey Kahve";"Doğrulandı";"Kenya (Filtre Kahve Çekirdeği) 250 Gr (ART00104025017)";"Kenya";"250";"Erişilemedi";"Erişilemedi";"Belirsiz";"https://www.artukbey.com/kenya-filtre-kahve-cekirdegi-250-gr-1222";"2026-08-11"
"Artukbey Kahve";"Doğrulandı";"Menengiç Kahve 100gr (ART00102020022)";"Menşe belirtilmemiş";"100";"Erişilemedi";"Erişilemedi";"Belirsiz";"https://www.artukbey.com/menengic-kahve-100gr-34128";"2026-08-11"
"Artukbey Kahve";"Doğrulandı";"Sade Türk Kahvesi (Hazır Set) (ART00104000019)";"Menşe belirtilmemiş";"Erişilemedi";"Erişilemedi";"Erişilemedi";"Belirsiz";"https://www.artukbey.com/sade-turk-kahvesi-10lu-7-gr-hazir-set";"2026-08-11"
"Artukbey Kahve";"Doğrulandı";"Special Damla Sakızlı Dibek Kahvesi 300gr";"Menşe belirtilmemiş";"300";"329";"1096.67";"Stokta";"https://www.artukbey.com/special-damla-sakizli-dibek-kahvesi-300gr";"2026-08-11"
"Artukbey Kahve";"Doğrulandı";"Special Damla Sakızlı Dibek Kahvesi 300gr (ART00102040037)";"Menşe belirtilmemiş";"300";"Erişilemedi";"Erişilemedi";"Belirsiz";"https://www.artukbey.com/special-damla-sakizli-dibek-kahvesi-300gr";"2026-08-11"
"Artukbey Kahve";"Doğrulandı";"Special Damlasakızlı Dibek Kahvesi Teneke Kutu 250 gr (ART00102025042)";"Menşe belirtilmemiş";"250";"Erişilemedi";"Erişilemedi";"Belirsiz";"https://www.artukbey.com/special-damlasakizli-dibek-kahvesi-teneke-kutu-250-gr-1311";"2026-08-11"
"Artukbey Kahve";"Doğrulandı";"Special Dibek Kahvesi Kese 100gr (ART00102020040)";"Menşe belirtilmemiş";"100";"Erişilemedi";"Erişilemedi";"Belirsiz";"https://www.artukbey.com/special-dibek-kahvesi-kese-100gr1";"2026-08-11"
"Artukbey Kahve";"Doğrulandı";"Special Kahve 100 gr (ART00102020027)";"Menşe belirtilmemiş";"100";"Erişilemedi";"Erişilemedi";"Belirsiz";"https://www.artukbey.com/special-dibek-kahve-100-gr";"2026-08-11"
"Artukbey Kahve";"Doğrulandı";"Special Menengiç Dibek Kahvesi 250 gr";"Menşe belirtilmemiş";"250";"269";"1076";"Stokta";"https://www.artukbey.com/special-menengic-dibek-kahvesi-250gr-1269";"2026-08-11"
"Artukbey Kahve";"Doğrulandı";"Special Menengiç Dibek Kahvesi 250 gr (ART00102025040)";"Menşe belirtilmemiş";"250";"Erişilemedi";"Erişilemedi";"Belirsiz";"https://www.artukbey.com/special-menengic-dibek-kahvesi-250gr-1269";"2026-08-11"
"Artukbey Kahve";"Doğrulandı";"Süryani Dibek Kahve 300 gr";"Menşe belirtilmemiş";"300";"329";"1096.67";"Stokta";"https://www.artukbey.com/artukbey-suryani-dibek-kahvesi-300-gr";"2026-08-11"
"Artukbey Kahve";"Doğrulandı";"Süryani Dibek Kahve 300 gr (ART00102040033)";"Menşe belirtilmemiş";"300";"Erişilemedi";"Erişilemedi";"Belirsiz";"https://www.artukbey.com/artukbey-suryani-dibek-kahvesi-300-gr";"2026-08-11"
"Artukbey Kahve";"Doğrulandı";"Sütlü Türk Kahvesi (Hazır Set) (ART00104000023)";"Menşe belirtilmemiş";"Erişilemedi";"Erişilemedi";"Erişilemedi";"Belirsiz";"https://www.artukbey.com/sutlu-turk-kahvesi-hazir-set-1333";"2026-08-11"
"Artukbey Kahve";"Doğrulandı";"Türk Kahvesi (Açık) 1 Kg";"Menşe belirtilmemiş";"1000";"849";"849";"Stokta";"https://www.artukbey.com/turk-kahvesi-acik-1-kg-net845-gr";"2026-08-11"
"Artukbey Kahve";"Doğrulandı";"Türk Kahvesi (Açık) 1 Kg (ART00105100003)";"Menşe belirtilmemiş";"1000";"Erişilemedi";"Erişilemedi";"Belirsiz";"https://www.artukbey.com/turk-kahvesi-acik-1-kg-net845-gr";"2026-08-11"
"Artukbey Kahve";"Doğrulandı";"Türk Kahvesi (Açık) 250 Gr";"Menşe belirtilmemiş";"250";"229";"916";"Stokta";"https://www.artukbey.com/turk-kahvesi-acik-250-gr-1215";"2026-08-11"
"Artukbey Kahve";"Doğrulandı";"Türk Kahvesi (Açık) 250 Gr (ART00105025002)";"Menşe belirtilmemiş";"250";"Erişilemedi";"Erişilemedi";"Belirsiz";"https://www.artukbey.com/turk-kahvesi-acik-250-gr-1215";"2026-08-11"
"Artukbey Kahve";"Doğrulandı";"Türk Kahvesi (Açık) 500 Gr";"Menşe belirtilmemiş";"500";"449";"898";"Stokta";"https://www.artukbey.com/turk-kahvesi-acik-500-gr-net405-gr";"2026-08-11"
"Artukbey Kahve";"Doğrulandı";"Türk Kahvesi (Açık) 500 Gr (ART00105050004)";"Menşe belirtilmemiş";"500";"Erişilemedi";"Erişilemedi";"Belirsiz";"https://www.artukbey.com/turk-kahvesi-acik-500-gr-net405-gr";"2026-08-11"
"Backfield Roasting Co.";"Kısmi doğrulama";"Ürün kataloğu — ayrıntılı ürün verisine erişilemedi";"Erişilemedi";"Erişilemedi";"Erişilemedi";"Erişilemedi";"Erişilemedi";"Erişilemedi";"2026-08-11"
"Baristas Roastery";"Doğrulandı";"Ürün kataloğu — ayrıntılı ürün verisine erişilemedi";"Erişilemedi";"Erişilemedi";"Erişilemedi";"Erişilemedi";"Erişilemedi";"https://www.baristasroastery.com/";"2026-08-11"
"Baristocrat";"Doğrulandı";"Aristocrat Espresso Blend";"Harman – menşe belirtilmemiş";"Erişilemedi";"500";"Erişilemedi";"Stokta";"https://www.baristocrat.com/urun/aristocrat-espresso-blend/";"2026-08-11"
"Baristocrat";"Doğrulandı";"Baristocrat Sample Box";"Menşe belirtilmemiş";"Erişilemedi";"1000";"Erişilemedi";"Stokta";"https://www.baristocrat.com/urun/baristocrat-sample-box/";"2026-08-11"
"Barney’s Coffee House";"Kısmi doğrulama";"Ürün kataloğu — ayrıntılı ürün verisine erişilemedi";"Erişilemedi";"Erişilemedi";"Erişilemedi";"Erişilemedi";"Erişilemedi";"Erişilemedi";"2026-08-11"
"Ben Coffee Co.";"Doğrulandı";"Ben The Brew Kit | Kahve Demleme Seti";"Kenya";"250";"2000";"8000";"Stokta";"https://www.bencoffee.co/products/ben-the-brew-kit";"2026-08-11"
"Ben Coffee Co.";"Doğrulandı";"Costa Rica | El Carizal Nitelikli Kahve";"Kenya | Kosta Rika";"250";"1200";"4800";"Stokta";"https://www.bencoffee.co/products/el-carizal-coffee";"2026-08-11"
"Ben Coffee Co.";"Doğrulandı";"Etiyopya Decaf Kahve";"Etiyopya";"250";"470";"1880";"Stokta";"https://www.bencoffee.co/products/decaf";"2026-08-11"
"Ben Coffee Co.";"Doğrulandı";"Etiyopya Decaf Kahve";"Etiyopya";"1000";"1600";"1600";"Stokta";"https://www.bencoffee.co/products/decaf";"2026-08-11"
"Ben Coffee Co.";"Doğrulandı";"Etiyopya Killenso | Filtre Kahve";"Etiyopya";"250";"765";"3060";"Stokta";"https://www.bencoffee.co/products/etiyopya-killenso-filtre-kahve";"2026-08-11"
"Ben Coffee Co.";"Doğrulandı";"Faysel Abdosh | Etiyopya Filtre Kahve";"Etiyopya";"250";"685";"2740";"Stokta";"https://www.bencoffee.co/products/ethiopia-faysel-abdosh";"2026-08-11"
"Ben Coffee Co.";"Doğrulandı";"Kenya Wanrich | Nitelikli Kahve";"Kenya";"250";"980";"3920";"Stokta";"https://www.bencoffee.co/products/kenya-wanrich-nitelikli-kahve";"2026-08-11"
"Ben Coffee Co.";"Doğrulandı";"Los Indios | Colombia Kahvesi";"Kolombiya";"250";"465";"1860";"Stokta";"https://www.bencoffee.co/products/los-indios-kahve";"2026-08-11"
"Ben Coffee Co.";"Doğrulandı";"Los Indios | Colombia Kahvesi";"Kolombiya";"250";"425";"1700";"Stokta";"https://www.bencoffee.co/products/los-indios-kahve";"2026-08-11"
"Ben Coffee Co.";"Doğrulandı";"Los Indios | Colombia Kahvesi";"Kolombiya";"1000";"1865";"1865";"Stokta";"https://www.bencoffee.co/products/los-indios-kahve";"2026-08-11"
"Ben Coffee Co.";"Doğrulandı";"Los Indios | Colombia Kahvesi";"Kolombiya";"1000";"1500";"1500";"Stokta";"https://www.bencoffee.co/products/los-indios-kahve";"2026-08-11"
"Ben Coffee Co.";"Doğrulandı";"Mihando PB TOP | Kenya Filtre Kahve";"Kenya";"250";"470";"1880";"Stokta";"https://www.bencoffee.co/products/mihando-bp-top-kahve";"2026-08-11"
"Ben Coffee Co.";"Doğrulandı";"Mihando PB TOP | Kenya Filtre Kahve";"Kenya";"1000";"1890";"1890";"Stokta";"https://www.bencoffee.co/products/mihando-bp-top-kahve";"2026-08-11"
"Ben Coffee Co.";"Doğrulandı";"OMNY Blend Kahve";"Harman – menşe belirtilmemiş";"250";"450";"1800";"Stokta";"https://www.bencoffee.co/products/omny-blend-kahve";"2026-08-11"
"Ben Coffee Co.";"Doğrulandı";"OMNY Blend Kahve";"Harman – menşe belirtilmemiş";"1000";"1620";"1620";"Stokta";"https://www.bencoffee.co/products/omny-blend-kahve";"2026-08-11"
"Ben Coffee Co.";"Doğrulandı";"OMNY Dark | Espresso Kahve";"Harman – menşe belirtilmemiş";"250";"325";"1300";"Stokta";"https://www.bencoffee.co/products/omny-dark-kahve";"2026-08-11"
"Ben Coffee Co.";"Doğrulandı";"OMNY Dark | Espresso Kahve";"Harman – menşe belirtilmemiş";"1000";"1200";"1200";"Stokta";"https://www.bencoffee.co/products/omny-dark-kahve";"2026-08-11"
"Ben Coffee Co.";"Doğrulandı";"Ruanda Akagera | Filtre Kahve";"Ruanda";"250";"730";"2920";"Stokta";"https://www.bencoffee.co/products/ruanda-akagera-filtre-kahve";"2026-08-11"
"Ben Coffee Co.";"Doğrulandı";"Venezuela | Bocono Trujillo Kahvesi";"Harman – menşe belirtilmemiş";"250";"465";"1860";"Stokta";"https://www.bencoffee.co/products/bocono-trujilo-kahve";"2026-08-11"
"Ben Coffee Co.";"Doğrulandı";"Venezuela | Bocono Trujillo Kahvesi";"Harman – menşe belirtilmemiş";"1000";"1865";"1865";"Stokta";"https://www.bencoffee.co/products/bocono-trujilo-kahve";"2026-08-11"
"Benesso Coffee";"Kısmi doğrulama";"Ürün kataloğu — ayrıntılı ürün verisine erişilemedi";"Erişilemedi";"Erişilemedi";"Erişilemedi";"Erişilemedi";"Erişilemedi";"Erişilemedi";"2026-08-11"
"Blum Coffee";"Kısmi doğrulama";"Ürün kataloğu — ayrıntılı ürün verisine erişilemedi";"Erişilemedi";"Erişilemedi";"Erişilemedi";"Erişilemedi";"Erişilemedi";"Erişilemedi";"2026-08-11"
"Boxx Coffee Roasters";"Doğrulandı";"Blend No:1 1KG.";"Harman – menşe belirtilmemiş";"1000";"1550";"1550";"Stokta";"https://boxxcoffee.com/products/espresso-blend-no-1-1kg";"2026-08-11"
"Boxx Coffee Roasters";"Doğrulandı";"Blend No:1 250Gr.";"Harman – menşe belirtilmemiş";"250";"485";"1940";"Stokta";"https://boxxcoffee.com/products/espresso-blend-no-1-250gr";"2026-08-11"
"Boxx Coffee Roasters";"Doğrulandı";"Blend XX 1KG.";"Etiyopya | Brezilya";"1000";"1440";"1440";"Stokta";"https://boxxcoffee.com/products/espresso-blend-xx-250-gr";"2026-08-11"
"Boxx Coffee Roasters";"Doğrulandı";"Blend XX 250Gr.";"Etiyopya | Brezilya";"250";"450";"1800";"Stokta";"https://boxxcoffee.com/products/espresso-blend-xx-250gr";"2026-08-11"
"Boxx Coffee Roasters";"Doğrulandı";"Brazil Anhumas 1KG.";"Brezilya";"1000";"1565";"1565";"Stokta";"https://boxxcoffee.com/products/brazil-anhumas-1kg";"2026-08-11"
"Boxx Coffee Roasters";"Doğrulandı";"Brazil Anhumas 250Gr.";"Brezilya";"250";"490";"1960";"Stokta";"https://boxxcoffee.com/products/brazil-anhumas-250gr";"2026-08-11"
